HRG_Code,HRG_Desc,HRG_Version,HRG_Type,Exc_All_Settings,HRG_Chapter_Code,HRG_Chapter_Desc,HRG_SubChapter_Code,HRG_SubChapter_Desc
BZ86B,"Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ86C,"Intermediate Vitreous Retinal Procedures, 18 years and under",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ87A,"Minor Vitreous Retinal Procedures, 19 years and over",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ87B,"Minor Vitreous Retinal Procedures, between 4 and 18 years",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ87C,"Minor Vitreous Retinal Procedures, 3 years and under",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ88A,"Retinal Tomography, 19 years and over",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ88B,"Retinal Tomography, 18 years and under",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ89A,"Digital Retinal Photography, 19 years and over",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ89B,"Digital Retinal Photography, 18 years and under",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ90Z,"Very Complex, Glaucoma or Iris Procedures",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ91A,"Complex, Glaucoma or Iris Procedures, with CC Score 2+",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ91B,"Complex, Glaucoma or Iris Procedures, with CC Score 0-1",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ92A,"Very Major, Glaucoma or Iris Procedures, with CC Score 2+",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ92B,"Very Major, Glaucoma or Iris Procedures, with CC Score 0-1",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ93A,"Major, Glaucoma or Iris Procedures, with CC Score 2+",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ93B,"Major, Glaucoma or Iris Procedures, with CC Score 0-1",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ94A,"Intermediate, Glaucoma or Iris Procedures, with CC Score 1+",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ94B,"Intermediate, Glaucoma or Iris Procedures, with CC Score 0",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
BZ95Z,"Minor, Glaucoma or Iris Procedures",4+,C,N,B,Eyes and Periorbita,BZ,Eyes and Periorbita Procedures and Disorders
CA01A,"Complex, Head or Neck Procedures, with CC Score 7+",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA01B,"Complex, Head or Neck Procedures, with CC Score 3-6",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA01C,"Complex, Head or Neck Procedures, with CC Score 0-2",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA02A,"Very Major, Head or Neck Procedures, with CC Score 2+",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA02B,"Very Major, Head or Neck Procedures, with CC Score 0-1",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA03A,"Major, Head or Neck Procedures, with CC Score 2+",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA03B,"Major, Head or Neck Procedures, with CC Score 0-1",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA04A,"Intermediate, Head or Neck Procedures, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA04B,"Intermediate, Head or Neck Procedures, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA05A,"Minor, Head or Neck Procedures, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA05B,"Minor, Head or Neck Procedures, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA10A,"Septorhinoplasty, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA10B,"Septorhinoplasty, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA11A,"Septoplasty, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA11B,"Septoplasty, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA12Z,Major Treatment of Epistaxis,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA13A,"Minor Treatment of Epistaxis, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA13B,"Minor Treatment of Epistaxis, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA14Z,Nasal Polypectomy,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA15Z,"Excision or Biopsy, of Lesion of Internal Nose",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA16Z,"Excision or Biopsy, of Lesion of External Nose",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA20Z,Complex Nose Procedures,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA21Z,Very Major Nose Procedures,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA22Z,Major Nose Procedures,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA23Z,Intermediate Nose Procedures,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA24A,"Minor Nose Procedures, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA24B,"Minor Nose Procedures, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA25A,"Minimal Nose Procedures, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA25B,"Minimal Nose Procedures, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA26Z,Complex Sinus Procedures,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA27Z,Major Sinus Procedures,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA28Z,Intermediate Sinus Procedures,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA29Z,Minor Sinus Procedures,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA30A,"Radical or Revisional, Mastoid Procedures, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA30B,"Radical or Revisional, Mastoid Procedures, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA31Z,"Simple or Cortical, Mastoid Procedures",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA32A,"Tympanoplasty, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA32B,"Tympanoplasty, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA33Z,Pinnaplasty,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA34A,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA34B,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA35A,"Insertion of Grommets, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA35B,"Insertion of Grommets, between 2 and 18 years",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA35C,"Insertion of Grommets, 1 year and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA36A,"Clearance of External Auditory Canal, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA36B,"Clearance of External Auditory Canal, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA37A,"Audiometry or Hearing Assessment, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA37B,"Audiometry or Hearing Assessment, between 5 and 18 years",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA37C,"Audiometry or Hearing Assessment, 4 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA38A,"Evoked Potential Recording, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA38B,"Evoked Potential Recording, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA39Z,Fixture for Bone Anchored Hearing Aids,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA40Z,Fitting of Bone Anchored Hearing Aids,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA41Z,Bilateral Cochlear Implants,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA42Z,Unilateral Cochlear Implant,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA43Z,Balance Assessment,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA50Z,Complex Ear Procedures,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA51A,"Very Major Ear Procedures, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA51B,"Very Major Ear Procedures, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA52A,"Major Ear Procedures, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA52B,"Major Ear Procedures, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA53A,"Intermediate Ear Procedures, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA53B,"Intermediate Ear Procedures, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA54A,"Minor Ear Procedures, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA54B,"Minor Ear Procedures, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA55A,"Minimal Ear Procedures, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA55B,"Minimal Ear Procedures, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA60C,"Tonsillectomy, 4 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA60D,"Tonsillectomy, 3 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA61Z,Adenotonsillectomy,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA62Z,Adenoidectomy,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA63Z,Tracheostomy,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA64Z,Uvulopalatoplasty or Uvulopalatopharyngoplasty,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA65Z,Frenotomy or Frenectomy,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA66A,"Excision or Biopsy, of Lesion of Mouth, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA66B,"Excision or Biopsy, of Lesion of Mouth, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA67A,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 2+",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA67B,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 0-1",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA68A,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA68B,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA69A,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA69B,"Diagnostic, Laryngoscopy or Pharyngoscopy, between 2 and 18 years",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA69C,"Diagnostic, Laryngoscopy or Pharyngoscopy, 1 year and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA70Z,Diagnostic Examination of Upper Respiratory Tract and Upper Gastrointestinal Tract,4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA71A,"Diagnostic Nasopharyngoscopy, 19 years and over",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA71B,"Diagnostic Nasopharyngoscopy, 18 years and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA80A,"Very Complex, Mouth or Throat Procedures, with CC Score 5+",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA80B,"Very Complex, Mouth or Throat Procedures, with CC Score 2-4",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA80C,"Very Complex, Mouth or Throat Procedures, with CC Score 0-1",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA81A,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA81B,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA81C,"Complex, Mouth or Throat Procedures, between 2 and 18 years",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA81D,"Complex, Mouth or Throat Procedures, 1 year and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA82A,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA82B,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA82C,"Very Major, Mouth or Throat Procedures, between 2 and 18 years",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
CA82D,"Very Major, Mouth or Throat Procedures, 1 year and under",4+,C,N,C,"Ear, Nose, Mouth, Throat, Neck and Dental",CA,"Ear, Nose, Mouth, Throat and Neck Procedures"
