OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
A299,A299: Unspecified excision of lesion of cranial nerve,A29,A29: Excision of lesion of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A301,A301: Repair of optic nerve (ii),A30,A30: Repair of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A302,A302: Repair of oculomotor nerve (iii),A30,A30: Repair of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A303,A303: Repair of trigeminal nerve (v),A30,A30: Repair of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A304,A304: Repair of facial nerve (vii),A30,A30: Repair of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A305,A305: Repair of acoustic nerve (viii),A30,A30: Repair of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A306,A306: Repair of glossopharyngeal nerve (ix),A30,A30: Repair of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A307,A307: Repair of vagus nerve (x),A30,A30: Repair of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A308,A308: Repair of specified cranial nerve NEC,A30,A30: Repair of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A309,A309: Unspecified repair of cranial nerve,A30,A30: Repair of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A311,A311: Intracranial stereotactic neurolysis of optic nerve (ii),A31,A31: Intracranial stereotactic release of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A312,A312: Intracranial stereotactic neurolysis of oculomotor nerve (iii),A31,A31: Intracranial stereotactic release of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A313,A313: Intracranial stereotactic neurolysis of trigeminal nerve (v),A31,A31: Intracranial stereotactic release of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A314,A314: Intracranial stereotactic neurolysis of facial nerve (vii),A31,A31: Intracranial stereotactic release of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A315,A315: Intracranial stereotactic neurolysis of acoustic nerve (viii),A31,A31: Intracranial stereotactic release of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A316,A316: Intracranial stereotactic neurolysis of glossopharyngeal nerve (ix),A31,A31: Intracranial stereotactic release of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A317,A317: Intracranial stereotactic neurolysis of vagus nerve (x),A31,A31: Intracranial stereotactic release of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A318,A318: Intracranial stereotactic neurolysis of specified cranial nerve NEC,A31,A31: Intracranial stereotactic release of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A319,A319: Unspecified intracranial stereotactic release of cranial nerve,A31,A31: Intracranial stereotactic release of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A321,A321: Decompression of optic nerve (ii),A32,A32: Other decompression of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A322,A322: Decompression of oculomotor nerve (iii),A32,A32: Other decompression of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A323,A323: Decompression of trigeminal nerve (v),A32,A32: Other decompression of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A324,A324: Decompression of facial nerve (vii),A32,A32: Other decompression of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A325,A325: Decompression of acoustic nerve (viii),A32,A32: Other decompression of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A326,A326: Decompression of glossopharyngeal nerve (ix),A32,A32: Other decompression of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A327,A327: Decompression of vagus nerve (x),A32,A32: Other decompression of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A328,A328: Decompression of specified cranial nerve NEC,A32,A32: Other decompression of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A329,A329: Unspecified other decompression of cranial nerve,A32,A32: Other decompression of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A331,A331: Introduction of neurostimulator into cranial nerve,A33,A33: Neurostimulation of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A332,A332: Maintenance of neurostimulator in cranial nerve,A33,A33: Neurostimulation of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A333,A333: Removal of neurostimulator from cranial nerve,A33,A33: Neurostimulation of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A334,A334: Insertion of neurostimulator electrodes into the cranial nerve,A33,A33: Neurostimulation of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.3,Live
A338,A338: Other specified neurostimulation of cranial nerve,A33,A33: Neurostimulation of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A339,A339: Unspecified neurostimulation of cranial nerve,A33,A33: Neurostimulation of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A341,A341: Exploration of optic nerve (ii),A34,A34: Exploration of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A342,A342: Exploration of oculomotor nerve (iii),A34,A34: Exploration of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A343,A343: Exploration of trigeminal nerve (v),A34,A34: Exploration of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A344,A344: Exploration of facial nerve (vii),A34,A34: Exploration of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A345,A345: Exploration of acoustic nerve (viii),A34,A34: Exploration of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A346,A346: Exploration of glossopharyngeal nerve (ix),A34,A34: Exploration of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A347,A347: Exploration of vagus nerve (x),A34,A34: Exploration of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A348,A348: Exploration of specified cranial nerve NEC,A34,A34: Exploration of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A349,A349: Unspecified exploration of cranial nerve,A34,A34: Exploration of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A361,A361: Hypoglossofacial anastomosis,A36,A36: Other operations on cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A362,A362: Anastomosis of cranial nerve NEC,A36,A36: Other operations on cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A363,A363: Biopsy of lesion of cranial nerve,A36,A36: Other operations on cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A364,A364: Radial optic neurotomy (ii),A36,A36: Other operations on cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.3,Live
A365,A365: Denervation of trigeminal nerve (v),A36,A36: Other operations on cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.4,Live
A368,A368: Other specified other operations on cranial nerve,A36,A36: Other operations on cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A369,A369: Unspecified other operations on cranial nerve,A36,A36: Other operations on cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A381,A381: Extirpation of lesion of meninges of cortex of brain,A38,A38: Extirpation of lesion of meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A382,A382: Extirpation of lesion of meninges of sphenoidal ridge of cranium,A38,A38: Extirpation of lesion of meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A383,A383: Extirpation of lesion of meninges of subfrontal region of brain,A38,A38: Extirpation of lesion of meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A384,A384: Extirpation of lesion of meninges of parasagittal region of brain,A38,A38: Extirpation of lesion of meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A385,A385: Extirpation of lesion of falx cerebri,A38,A38: Extirpation of lesion of meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A386,A386: Extirpation of lesion of tentorium cerebelli,A38,A38: Extirpation of lesion of meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A388,A388: Other specified extirpation of lesion of meninges of brain,A38,A38: Extirpation of lesion of meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A389,A389: Unspecified extirpation of lesion of meninges of brain,A38,A38: Extirpation of lesion of meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A391,A391: Repair of meningoencephalocele,A39,A39: Repair of dura,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A392,A392: Repair of dura of anterior fossa of cranium,A39,A39: Repair of dura,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A393,A393: Repair of dura of middle fossa of cranium,A39,A39: Repair of dura,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A394,A394: Repair of dura of posterior fossa of cranium,A39,A39: Repair of dura,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A395,A395: Repair of dura of vault of cranium,A39,A39: Repair of dura,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A398,A398: Other specified repair of dura,A39,A39: Repair of dura,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A399,A399: Unspecified repair of dura,A39,A39: Repair of dura,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A401,A401: Evacuation of extradural haematoma,A40,A40: Drainage of extradural space,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A408,A408: Other specified drainage of extradural space,A40,A40: Drainage of extradural space,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A409,A409: Unspecified drainage of extradural space,A40,A40: Drainage of extradural space,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A411,A411: Evacuation of subdural haematoma,A41,A41: Drainage of subdural space,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A412,A412: Drainage of abscess of subdural space,A41,A41: Drainage of subdural space,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A418,A418: Other specified drainage of subdural space,A41,A41: Drainage of subdural space,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A419,A419: Unspecified drainage of subdural space,A41,A41: Drainage of subdural space,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A421,A421: Creation of anastomosis of dura,A42,A42: Other operations on meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A422,A422: Biopsy of lesion of meninges of brain,A42,A42: Other operations on meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A428,A428: Other specified other operations on meninges of brain,A42,A42: Other operations on meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A429,A429: Unspecified other operations on meninges of brain,A42,A42: Other operations on meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A431,A431: Extirpation of lesion of meninges of skull base,A43,A43: Other Extirpation of Lesion of Meninges of Brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.5,Live
A432,A432: Extirpation of lesion of meninges of skull clivus,A43,A43: Other Extirpation of Lesion of Meninges of Brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.5,Live
A438,A438: Other specified other extirpation of lesion of meninges of brain,A43,A43: Other Extirpation of Lesion of Meninges of Brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.5,Live
A439,A439: Unspecified other extirpation of lesion of meninges of brain,A43,A43: Other Extirpation of Lesion of Meninges of Brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.5,Live
A441,A441: Chordectomy of spinal cord,A44,A44: Partial extirpation of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A442,A442: Extirpation of lesion of spinal cord NEC,A44,A44: Partial extirpation of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A443,A443: Excision of lesion of intradural intramedullary spinal cord,A44,A44: Partial extirpation of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A444,A444: Excision of lesion of extradural spinal cord,A44,A44: Partial extirpation of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A445,A445: Excision of lesion of intradural extramedullary spinal cord,A44,A44: Partial extirpation of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.5,Live
A448,A448: Other specified partial extirpation of spinal cord,A44,A44: Partial extirpation of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A449,A449: Unspecified partial extirpation of spinal cord,A44,A44: Partial extirpation of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A451,A451: Stereotactic chordotomy of spinal cord,A45,A45: Other open operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A452,A452: Open chordotomy of spinal cord NEC,A45,A45: Other open operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A453,A453: Myelotomy of spinal cord,A45,A45: Other open operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A454,A454: Open biopsy of lesion of spinal cord,A45,A45: Other open operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A455,A455: Removal of foreign body from spinal cord,A45,A45: Other open operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A456,A456: Open aspiration of lesion of spinal cord,A45,A45: Other open operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A458,A458: Other specified other open operations on spinal cord,A45,A45: Other open operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A459,A459: Unspecified other open operations on spinal cord,A45,A45: Other open operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A471,A471: Needle destruction of substantia gelatinosa of cervical spinal cord,A47,A47: Other destruction of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A472,A472: Radiofrequency controlled thermal destruction of spinothalamic tract,A47,A47: Other destruction of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A473,A473: Percutaneous chordotomy of spinal cord,A47,A47: Other destruction of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
